Gene	Accession	RPKM_LowMyc	SpikeIn_renormalized_LowMyc
DHX32	NM_018180	0.977052519	0.443894503
KLRG2	NM_198508	0.113167837	0.05106518
ATF7IP	NM_018179	13.0416267	6.064640018
GOLPH3L	NM_018178	4.625578194	2.145416927
N4BP2	NM_018177	1.72232513	0.780271686
LGI2	NM_018176	0.00E+00	0.00E+00
MAP1S	NM_018174	10.32954743	4.752005911
PLEKHG6	NM_018173	0.057260185	0.015344648
FAM86C1	NM_018172	0.114960748	0.050837127
APPL2	NM_018171	3.943021248	1.827934842
RPRD1A	NM_018170	4.208689536	1.957569309
C12orf35	NM_018169	26.69581431	12.41478734
FAM174A	NM_198507	0.565472944	0.256891108
C14orf105	NM_018168	0.00E+00	0.00E+00
BTBD7	NM_018167	2.73300913	1.257890175
FAM176B	NM_018166	0.082889535	0.035897506
ASUN	NM_018164	4.533980814	2.109366851
DNAJC17	NM_018163	6.570058682	3.05557115
NADSYN1	NM_018161	41.58952665	18.98708902
NUDT11	NM_018159	0.00E+00	0.00E+00
SLC4A1AP	NM_018158	8.828073484	4.105867436
RIC8B	NM_018157	2.3154279	1.060543951
VPS13D	NM_018156	3.747216482	1.737320852
LRIT3	NM_198506	0.03482194	0.005216246
SLC25A36	NM_018155	14.46923218	6.728418355
ASF1B	NM_018154	13.24026641	6.101503897
ANTXR1	NM_018153	0.00E+00	0.00E+00
RIF1	NM_018151	2.174904767	1.006091869
RNF220	NM_018150	23.53291116	10.80890276
SMG8	NM_018149	3.531002824	1.642356312
FAIM	NM_018147	9.213516688	4.284260595
RNMTL1	NM_018146	5.707948577	2.654136505
FAM82A2	NM_018145	8.767175258	4.077097364
SEC61A2	NM_018144	4.67316713	2.167072161
ATP13A5	NM_198505	0.005308879	1.13E-05
KLHL11	NM_018143	3.292798062	1.523477528
INTS10	NM_018142	4.999213745	2.324685313
MRPS10	NM_018141	5.189315261	2.413954845
CEP72	NM_018140	2.718361651	1.263610271
DNAAF2	NM_018139	2.552134808	1.187232925
TBCCD1	NM_018138	2.089588926	0.962005284
PRMT6	NM_018137	3.655800366	1.700436958
ASPM	NM_018136	1.071652941	0.483975979
MRPS18A	NM_018135	27.52982914	12.6194861
IQCC	NM_018134	0.732892966	0.332423437
PAQR9	NM_198504	0.00E+00	0.00E+00
MSL2	NM_018133	7.908874463	3.679527497
CENPQ	NM_018132	1.207793051	0.547354497
CEP55	NM_018131	2.564813503	1.188169611
SHQ1	NM_018130	2.385919901	1.107849609
PNPO	NM_018129	3.35622744	1.561530278
TSR1	NM_018128	5.010789401	2.330226785
ELAC2	NM_018127	11.22309196	5.176565942
TMEM33	NM_018126	2.728405124	1.266895434
ARHGEF10L	NM_018125	0.365049234	0.161176055
RFWD3	NM_018124	6.014126018	2.797024601
KCNT2	NM_198503	0.00E+00	1.93E-09
DARS2	NM_018122	3.859138905	1.795452879
FAM178A	NM_018121	3.317477491	1.539134049
ARMC1	NM_018120	6.870409523	3.195752595
POLR3E	NM_018119	5.854182566	2.715967281
WDR11	NM_018117	11.6553044	5.420166942
MSTO1	NM_018116	5.177739593	2.408529488
SDAD1	NM_018115	4.934054347	2.295587315
DALRD3	NM_018114	3.90109914	1.815063921
LMBR1L	NM_018113	13.9148803	6.470807252
TMEM38B	NM_018112	0.537734989	0.24382129
SMTNL2	NM_198501	0.00E+00	0.00E+00
C19orf73	NM_018111	0.430565084	0.194236759
DOK4	NM_018110	1.736721631	0.795242019
MTPAP	NM_018109	2.103820959	0.974008964
RBM23	NM_018107	20.9337081	9.677595707
ZDHHC4	NM_018106	5.820199139	2.708008653
THAP1	NM_018105	3.825575382	1.770738952
LRRC8D	NM_018103	5.653580715	2.63049291
ZNF334	NM_018102	0.00E+00	0.00E+00
CDCA8	NM_018101	5.359526843	2.493481013
EFHC1	NM_018100	1.745989732	0.79156036
C11orf53	NM_198498	0.00E+00	0.00E+00
FAR2	NM_018099	1.677344805	0.770799852
ECT2	NM_018098	1.811894258	0.8280625
HAUS2	NM_018097	3.66730615	1.703767224
NLE1	NM_018096	1.987466776	0.924623336
KBTBD4	NM_018095	6.777318007	3.153343422
GSPT2	NM_018094	5.119689247	2.382083944
WDR74	NM_018093	16.19774566	7.396891318
NETO2	NM_018092	0.00E+00	0.00E+00
ELP3	NM_018091	9.936472773	4.620431331
NECAP2	NM_018090	43.36325151	19.87666733
VWA2	NM_198496	0.00E+00	0.00E+00
ANKZF1	NM_018089	31.39529612	14.45024505
FAM90A1	NM_018088	0.146612421	0.063764992
TMEM48	NM_018087	2.027967632	0.941463984
FIGN	NM_018086	0.00E+00	0.00E+00
IPO9	NM_018085	6.229465126	2.898420536
CCDC88A	NM_018084	8.349741807	3.884830446
ZNF358	NM_018083	13.45997401	6.257562422
POLR3B	NM_018082	0.895078517	0.409342478
WRAP53	NM_018081	7.491868362	3.484330285
VPS13C	NM_018080	7.743282999	3.602180182
C9orf139	NM_207511	3.244243529	1.489233595
CTAGE4	NM_198495	0.00E+00	0.00E+00
SRBD1	NM_018079	4.53567267	2.101156623
LARP1B	NM_018078	0.434215199	0.196350682
RBM28	NM_018077	6.420838923	2.986473032
ARMC4	NM_018076	0.00E+00	0.00E+00
ANO10	NM_018075	0.099416238	0.041179789
CCDC94	NM_018074	20.22756493	9.281182834
TRIM68	NM_018073	1.424816374	0.650071404
HEATR1	NM_018072	5.056163933	2.351991041
ARHGEF40	NM_018071	1.38548469	0.629514003
SSBP3	NM_018070	9.355432589	4.351489531
CTAGE4	NM_198495	0.00E+00	0.00E+00
PIWIL2	NM_018068	0.056065181	0.019412079
MAP7D1	NM_018067	32.03345821	14.47706512
GPN2	NM_018066	8.498696348	3.952031307
AKIRIN2	NM_018064	5.652534282	2.629462297
HELLS	NM_018063	3.458161742	1.608922893
FANCL	NM_018062	5.642324386	2.625140103
PRPF38B	NM_018061	22.95354907	10.56335304
IARS2	NM_018060	6.621960635	3.079181183
RADIL	NM_018059	0.00E+00	0.00E+00
CRTAC1	NM_018058	0.00E+00	0.00E+00
ZNF642	NM_198494	1.45676726	0.670192102
SLC6A15	NM_018057	0.00E+00	0.00E+00
TMEM39B	NM_018056	11.91785552	5.541743227
NODAL	NM_018055	0.009307081	2.36E-05
ARHGAP17	NM_018054	90.95942003	40.18310327
XKR8	NM_018053	1.632875186	0.748241639
VAC14	NM_018052	11.13076992	5.154821549
WDR60	NM_018051	4.439307412	2.064995273
MANSC1	NM_018050	0.00E+00	0.00E+00
PLEKHJ1	NM_018049	29.70509271	13.38201674
MAGOHB	NM_018048	1.174216807	0.53421006
ANKRD45	NM_198493	0.021805958	7.26E-05
RBM22	NM_018047	14.05197856	6.534017724
AGGF1	NM_018046	4.972076822	2.312280523
BSDC1	NM_018045	18.20880258	8.467691506
NSUN5	NM_018044	8.798467721	4.07957017
ANO1	NM_018043	0.00E+00	0.00E+00
SLFN12	NM_018042	0.113725521	0.046578651
GPATCH2	NM_018040	3.025215699	1.400352166
KDM4D	NM_018039	0.176377328	0.077760659
ATG2B	NM_018036	2.789128173	1.290851697
ATP5SL	NM_018035	19.24584654	8.865613401
CLEC4G	NM_198492	0.00E+00	0.00E+00
WDR70	NM_018034	7.525204861	3.500135168
LUC7L	NM_018032	17.77804023	8.197762771
WDR6	NM_018031	32.89855823	14.94505275
OSBPL1A	NM_018030	2.626677264	1.209685349
EBLN2	NM_018029	2.248679262	1.019892771
SAMD4B	NM_018028	17.32393743	7.97598318
FRMD4A	NM_018027	0.185471358	0.081978259
PACS1	NM_018026	41.01992506	18.81025094
GPATCH1	NM_018025	2.702563732	1.248430756
WDYHV1	NM_018024	1.821916352	0.840218307
FAM92B	NM_198491	0.015351532	0.004156366
YEATS2	NM_018023	9.692365028	4.506998631
TMEM51	NM_018022	1.04586863	0.472479008
MED9	NM_018019	4.674525441	2.174829171
SLC38A4	NM_018018	0.00E+00	0.00E+00
C10orf118	NM_018017	2.423341794	1.098201704
CXorf57	NM_018015	0.00E+00	0.00E+00
BCL11A	NM_018014	4.436705292	2.064280293
SOBP	NM_018013	2.73835173	1.264068664
KIF26B	NM_018012	2.858766951	1.330110127
ARGLU1	NM_018011	103.5647066	44.91393363
RAB43	NM_198490	12.24621405	5.695514311
IFT57	NM_018010	3.085237802	1.434386729
TAPBPL	NM_018009	26.47878383	12.2217125
FEZF2	NM_018008	0.00E+00	0.00E+00
TRMU	NM_018006	5.273764599	2.452487584
TMEM45A	NM_018004	0.00E+00	0.00E+00
UACA	NM_018003	3.936993013	1.817717453
OXR1	NM_018002	6.274759124	2.918693062
MREG	NM_018000	3.864182448	1.797907686
RNF31	NM_017999	33.74619344	15.45578275
C9orf40	NM_017998	1.290129562	0.599313081
CCDC84	NM_198489	7.720603142	3.590544394
DET1	NM_017996	2.154412497	0.990550214
C7orf42	NM_017994	22.37165122	10.35735131
ENOX1	NM_017993	0.060630646	0.018544786
KANSL3	NM_017991	7.325005627	3.407821226
PDPR	NM_017990	7.595686986	3.53303207
SCYL2	NM_017988	6.685880157	3.110324001
RUFY2	NM_017987	1.569376832	0.710614287
SLC52A1	NM_017986	0.044846762	0.012406735
ZCWPW1	NM_017984	1.90656571	0.871941235
WIPI1	NM_017983	4.707327136	2.17593213
FAM83H	NM_198488	2.088185062	0.970223053
SUSD4	NM_017982	0.00E+00	3.60E-09
LIMS2	NM_017980	15.41586955	7.168176598
ANKHD1	NM_017978	7.989703272	3.71512537
ZWILCH	NM_017975	1.928034086	0.889814138
ATG16L1	NM_017974	4.166478292	1.938329565
C14orf118	NM_017972	5.978267315	2.781341667
MRPL20	NM_017971	71.20883268	31.46284913
C14orf102	NM_017970	3.425388788	1.59065053
IWS1	NM_017969	23.43985882	10.78660973
VPS37C	NM_017966	7.449944995	3.464409332
RPL7L1	NM_198486	2.261226514	1.047761211
SLC30A6	NM_017964	3.097515675	1.429794829
PLEKHB2	NM_017958	12.20569957	5.675729721
EPN3	NM_017957	0.002471934	0.000232009
TRMT12	NM_017956	5.958234749	2.772168471
CDCA4	NM_017955	6.086345358	2.830131956
CADPS2	NM_017954	0.00E+00	0.00E+00
ZNHIT6	NM_017953	2.686460336	1.24754774
PTCD3	NM_017952	6.027050913	2.804161895
SMPD4	NM_017951	17.27252976	7.934623803
CCDC40	NM_017950	0.020327029	0.005406437
LCNL1	NM_207510	0.00E+00	0.00E+00
TPRG1	NM_198485	0.00E+00	0.00E+00
CUEDC1	NM_017949	5.732300399	2.659704026
NOL8	NM_017948	10.11859215	4.705014722
MOCOS	NM_017947	0.028477552	0.003944532
FKBP14	NM_017946	0.91131179	0.407134104
SLC35A5	NM_017945	4.371580291	2.021820569
USP47	NM_017944	5.460894206	2.539179947
FBXO34	NM_017943	6.534073043	3.039942
C17orf80	NM_017941	6.271455979	2.917763443
NBPF1	NM_017940	0.680114037	0.304145894
FAM70A	NM_017938	0.005551779	1.20E-05
ZNF621	NM_198484	2.38261162	1.0960023
BANK1	NM_017935	0.042266846	0.010074794
PHIP	NM_017934	2.508350902	1.150378744
PID1	NM_017933	0.00E+00	0.00E+00
TTC38	NM_017931	1.357532269	0.616288318
PEX26	NM_017929	8.556581108	3.979176439
C14orf118	NM_017926	5.949879663	2.768114368
DENND4C	NM_017925	5.613169099	2.607475431
C14orf119	NM_017924	5.21787199	2.427105415
1-Mar	NM_017923	8.204988985	3.806229568
PRPF39	NM_017922	9.785133368	4.552015874
RUFY4	NM_198483	0.228530808	0.09262151
NPLOC4	NM_017921	46.6352976	21.17887444
URGCP	NM_017920	7.217614145	3.356104076
STX17	NM_017919	8.280983453	3.851884766
CCDC109B	NM_017918	18.62975914	8.662093705
PPP2R3C	NM_017917	13.10536478	6.095593371
PIH1D1	NM_017916	55.85195028	25.16426996
PARPBP	NM_017915	1.50918201	0.691182405
C19orf24	NM_017914	13.57935363	6.216593816
CDC37L1	NM_017913	2.601186644	1.208753477
HERC6	NM_017912	4.451669269	2.060113486
SH2D6	NM_198482	0.076007829	0.000374443
FAM118A	NM_017911	8.634252261	4.015473156
TRMT61B	NM_017910	4.635057665	2.15656706
RMND1	NM_017909	0.904184629	0.407491723
ZNF446	NM_017908	3.343948413	1.554048555
LAMTOR1	NM_017907	33.62557604	15.35071399
PAK1IP1	NM_017906	2.162224806	1.003673401
TMCO3	NM_017905	12.28037678	5.710317614
TTC22	NM_017904	0.008749243	2.18E-05
HIF1AN	NM_017902	8.663808522	4.02981184
TPCN1	NM_017901	52.77874789	24.09218657
VSTM1	NM_198481	0.028494967	0.000103221
AURKAIP1	NM_017900	50.06606058	21.81892978
TESC	NM_017899	9.907337549	4.584132367
2-Mar	NM_017898	0.209820539	0.091654445
OXSM	NM_017897	1.722773007	0.793328829
C20orf11	NM_017896	12.2684126	5.70465998
DDX27	NM_017895	30.97686666	14.16055658
ZSCAN2	NM_017894	3.827948798	1.780191281
SEMA4G	NM_017893	0.59112759	0.261029861
PRPF40A	NM_017892	13.78207596	6.4085569
C1orf159	NM_017891	5.993233801	2.786028106
ZNF615	NM_198480	1.047497183	0.470832052
VPS13B	NM_017890	3.882500965	1.800555374
ACSM5	NM_017888	0.028090533	0.002602915
C1orf123	NM_017887	5.346171096	2.487460386
ULK4	NM_017886	0.302865527	0.134668887
HCFC1R1	NM_017885	14.06585675	6.479110771
PINX1	NM_017884	7.074172749	3.287716347
WDR13	NM_017883	17.98017689	8.314163528
CLN6	NM_017882	12.60821387	5.798156536
NMRK1	NM_017881	10.35009825	4.815616917
C2orf42	NM_017880	2.953722383	1.366288281
TPRX1	NM_198479	0.00E+00	0.00E+00
ZNF416	NM_017879	0.51457512	0.23085368
HRASLS2	NM_017878	10.42682827	4.8496221
C2orf18	NM_017877	5.18615204	2.412682283
SLC25A38	NM_017875	13.93479925	6.453668488
ASB6	NM_017873	9.333443735	4.339995815
THG1L	NM_017872	5.950826385	2.768743533
CPSF3L	NM_017871	31.58469762	14.23150254
TMEM132A	NM_017870	3.648505333	1.697397312
BANP	NM_017869	5.870742315	2.730485722
TTC12	NM_017868	2.4320629	1.121267706
NKPD1	NM_198478	0.430790568	0.192618007
C4orf27	NM_017867	4.095261088	1.90067628
TMEM70	NM_017866	2.234770772	1.03905068
ZNF692	NM_017865	7.69905095	3.580403552
INTS8	NM_017864	7.071094152	3.289943237
CXorf48	NM_017863	0.00E+00	0.00E+00
PIGX	NM_017861	2.165692529	0.997659538
C1orf56	NM_017860	0.799367202	0.363670218
UCKL1	NM_017859	23.49391752	10.76198461
TIPIN	NM_017858	1.220994509	0.56234295
SSH3	NM_017857	0.789265051	0.352331747
CXCL17	NM_198477	0.011380171	3.08E-05
GEMIN8	NM_017856	2.058218567	0.952569185
ODAM	NM_017855	0.00E+00	0.00E+00
TMEM160	NM_017854	6.713588321	3.121900482
TXNL4B	NM_017853	2.467889201	1.144753858
NLRP2	NM_017852	13.6607982	6.350961389
PARP16	NM_017851	2.513014726	1.167337747
C1orf109	NM_017850	2.24648434	1.044252432
TMEM127	NM_017849	19.27930736	8.9631572
FAM120C	NM_017848	0.108085575	0.047594081
C1orf27	NM_017847	2.860360319	1.313771835
C19orf54	NM_198476	9.01264869	4.190941226
TRNAU1AP	NM_017846	4.871840681	2.264239614
COMMD8	NM_017845	3.020197273	1.39731308
ANKMY1	NM_017844	2.889354253	1.34309128
BCAS4	NM_017843	27.08202464	12.39649283
SLC48A1	NM_017842	2.812361236	1.304315779
SDHAF2	NM_017841	24.81370119	11.47827544
MRPL16	NM_017840	27.52040089	12.53273691
LPCAT2	NM_017839	0.00E+00	0.00E+00
NHP2	NM_017838	8.887913256	4.088455264
PIGV	NM_017837	3.024441294	1.397511723
SAMD12	NM_207506	0.00E+00	0.00E+00
FAM171A2	NM_198475	0.585975095	0.26596917
SLC41A3	NM_017836	7.310424914	3.401046852
DNAJC28	NM_017833	0.198004255	0.0013147
FAM206A	NM_017832	3.230682158	1.500656501
RNF125	NM_017831	2.17952301	1.00149663
OCIAD1	NM_017830	22.12583288	10.27209922
CECR5	NM_017829	14.94899477	6.856524856
COMMD4	NM_017828	22.98265442	10.55147829
SARS2	NM_017827	10.86706808	5.045577311
SOHLH2	NM_017826	0.00E+00	0.00E+00
ADPRHL2	NM_017825	10.23541698	4.759969017
OLFML1	NM_198474	0.00E+00	0.00E+00
5-Mar	NM_017824	6.052836221	2.816255851
DUSP23	NM_017823	0.00E+00	0.00E+00
KANSL2	NM_017822	4.642084159	2.159624873
RHBDL2	NM_017821	0.00E+00	0.00E+00
EXD3	NM_017820	2.527061491	1.168213883
RG9MTD1	NM_017819	5.347437693	2.487524867
WRAP73	NM_017818	12.69546114	5.866484484
RAB20	NM_017817	0.238018267	0.105384692
LYAR	NM_017816	3.219252858	1.496981209
HAUS4	NM_017815	3.769761808	1.753959569
C10orf125	NM_198472	18.42867489	8.471597952
TMEM161A	NM_017814	9.494756027	4.38831656
IMPAD1	NM_017813	3.245160325	1.506673512
CHCHD3	NM_017812	14.15798438	6.557734188
UBE2R2	NM_017811	24.7898416	11.46200619
ZNF434	NM_017810	3.396106834	1.577354929
OSGEP	NM_017807	12.87335406	5.981718213
LIME1	NM_017806	6.582171097	3.056859857
RASIP1	NM_017805	0.085254779	0.02698961
DUS2L	NM_017803	25.82057312	11.92177922
HEATR2	NM_017802	3.903955199	1.815339019
KANK3	NM_198471	0.097525653	0.04109558
CMTM6	NM_017801	27.267494	12.61689095
C14orf101	NM_017799	3.023991367	1.395964592
YTHDF1	NM_017798	16.38776065	7.56411406
BTBD2	NM_017797	34.53168459	15.5980486
FOCAD	NM_017794	4.185520328	1.947125498
RPP25	NM_017793	12.37023571	5.692867056
FLVCR2	NM_017791	0.337390603	0.149881834
RGS3	NM_017790	0.182940599	0.078213837
SEMA4C	NM_017789	1.836513481	0.849418633
C10orf26	NM_017787	21.12058858	9.817788572
MORN5	NM_198469	0.00E+00	0.00E+00
SYBU	NM_017786	0.043656279	0.01489398
CCDC99	NM_017785	2.314898239	1.071255033
OSBPL10	NM_017784	47.19312187	21.64911393
FAM208B	NM_017782	4.577931554	2.130012543
CYP2W1	NM_017781	0.00E+00	4.39E-09
CHD7	NM_017780	13.55834511	6.304461447
DEPDC1	NM_017779	0.288120727	0.127541225
WHSC1L1	NM_017778	6.388098545	2.972244615
MKS1	NM_017777	1.445163027	0.664914004
ZNF673	NM_017776	2.983780393	1.369990621
MMS22L	NM_198468	0.402083562	0.180094016
TTC19	NM_017775	2.249959581	1.04367978
CDKAL1	NM_017774	1.445260794	0.657898955
LAX1	NM_017773	4.684846164	2.16961632
TBC1D22B	NM_017772	6.126637466	2.849499028
PXK	NM_017771	14.81713935	6.891257293
ELOVL2	NM_017770	0.00E+00	0.00E+00
G2E3	NM_017769	1.58976151	0.72191189
LRRC40	NM_017768	2.594103131	1.199459209
SLC39A4	NM_017767	1.499227016	0.69749452
CASZ1	NM_017766	2.459325917	1.139406576
RSBN1L	NM_198467	11.61256643	5.400002033
PQLC2	NM_017765	4.727473807	2.199510142
RNF43	NM_017763	0.283315553	0.12515824
MTMR10	NM_017762	9.738593053	4.531116618
PNRC2	NM_017761	22.41844113	10.41164041
NCAPG2	NM_017760	3.903158301	1.815734376
INO80D	NM_017759	1.966727914	0.8953917
ALKBH5	NM_017758	18.23544552	8.406720387
ZNF407	NM_017757	1.940729789	0.898430361
NSUN2	NM_017755	19.30805579	8.869445021
UHRF1BP1	NM_017754	2.673458792	1.239728446
NRK	NM_198465	0.00E+00	0.00E+00
LPPR1	NM_017753	0.00E+00	0.00E+00
TBC1D8B	NM_017752	0.00E+00	0.00E+00
SMPD4	NM_017751	17.4467754	8.012981036
RETSAT	NM_017750	5.740521018	2.670898705
AMBRA1	NM_017749	11.88722145	5.527726305
CWC25	NM_017748	12.3986617	5.765243462
ANKHD1	NM_017747	15.25936638	7.095561323
TEX10	NM_017746	10.94830026	5.091237414
BCOR	NM_017745	7.455920155	3.468383454
ST7L	NM_017744	0.870589337	0.392124818
PRSS55	NM_198464	0.00E+00	0.00E+00
DPP8	NM_017743	6.293369261	2.928009258
ZCCHC2	NM_017742	7.518198959	3.497501953
DCAF16	NM_017741	9.799065066	4.556534802
ZDHHC7	NM_017740	38.13225607	17.50249457
POMGNT1	NM_017739	7.606878728	3.537547197
CNTLN	NM_017738	0.32744924	0.146191
FNBP1L	NM_017737	0.014416761	0.002249363
THUMPD1	NM_017736	7.782546169	3.620801381
TTC27	NM_017735	2.461751645	1.143219609
PALMD	NM_017734	0.00E+00	0.00E+00
C3orf67	NM_198463	0.00E+00	2.23E-09
PIGG	NM_017733	12.71034536	5.910381155
QRICH1	NM_017730	30.48644035	13.98613491
EPS8L1	NM_017729	0.643625653	0.290547796
TMEM104	NM_017728	5.917580889	2.753324459
TMEM214	NM_017727	14.23203015	6.610934126
PPP1R14D	NM_017726	0.00E+00	0.00E+00
LRRFIP2	NM_017724	4.708935778	2.188375926
TOR4A	NM_017723	21.6093862	9.900999076
TRMT1	NM_017722	10.13157749	4.654625896
CC2D1A	NM_017721	20.32129556	9.349796533
PTCHD4	NM_207499	0.011881622	0.002074486
LONRF2	NM_198461	0.004186581	8.24E-06
STAP2	NM_017720	0.189472067	0.084773127
SNRK	NM_017719	6.081246762	2.828956075
MS4A12	NM_017716	0.049994604	0.014022979
ZNF3	NM_017715	2.849237394	1.320762075
TASP1	NM_017714	1.474053993	0.673288602
PGPEP1	NM_017712	12.67263928	5.895250117
GDPD2	NM_017711	0.00E+00	0.00E+00
FAM46C	NM_017709	3.124320399	1.414964746
FAM83E	NM_017708	0.019308375	0.007123157
ASAP3	NM_017707	1.579873065	0.715586283
GBP6	NM_198460	0.003989022	7.73E-06
WDR55	NM_017706	12.09648179	5.624959566
PAQR5	NM_017705	0.00E+00	0.00E+00
ANKRD49	NM_017704	9.737859669	4.53080469
FBXL12	NM_017703	23.36143178	10.75269706
DEF8	NM_017702	25.32796118	11.57534773
ARHGEF38	NM_017700	0.00E+00	0.00E+00
SIDT1	NM_017699	3.021640061	1.376991348
TMEM164	NM_017698	8.19436054	3.812441
ESRP1	NM_017697	0.00E+00	0.00E+00
MCM9	NM_017696	0.941502318	0.425541767
DENND2C	NM_198459	0.00E+00	1.92E-09
MFSD6	NM_017694	3.488713836	1.61044743
BIVM	NM_017693	3.087539837	1.430075656
LRRC49	NM_017691	0.030633089	0.005547439
BSPRY	NM_017688	0.533321906	0.238087844
GDAP2	NM_017686	1.875407762	0.850172151
VPS13C	NM_017684	11.02934625	5.131253187
BEST2	NM_017682	0.025411742	0.004295918
NUP62CL	NM_017681	0.578470478	0.260271441
ASPN	NM_017680	0.00E+00	0.00E+00
BCAS3	NM_017679	3.785950309	1.746878039
ZNF497	NM_198458	0.247996346	0.111781043
FAM55D	NM_017678	0.00E+00	0.00E+00
MTMR8	NM_017677	0.722300841	0.321618808
GIN1	NM_017676	0.563454726	0.250732091
CDHR2	NM_017675	0.035367812	0.009321491
SWT1	NM_017673	0.350835333	0.154241942
TRPM7	NM_017672	4.965151049	2.30902906
FERMT1	NM_017671	0.00E+00	0.00E+00
OTUB1	NM_017670	65.5220616	29.22895739
ERCC6L	NM_017669	0.560701304	0.253441183
NDE1	NM_017668	23.93056914	11.01665863
ZNF600	NM_198457	2.835579286	1.298305119
CCDC132	NM_017667	1.968657908	0.899631324
ZNF280C	NM_017666	0.862180633	0.388798726
ZCCHC10	NM_017665	3.476690392	1.603779427
ANKRD10	NM_017664	15.04142922	6.994612919
TRPM6	NM_017662	0.00E+00	0.00E+00
ZNF280D	NM_017661	2.516222039	1.145183717
GATAD2A	NM_017660	33.9327134	15.35997938
QPCTL	NM_017659	9.018408506	4.193987277
KLHL28	NM_017658	1.266940793	0.571813238
AFTPH	NM_017657	21.08732937	9.797764322
FAM120C	NM_198456	0.655667532	0.300106519
ZNF562	NM_017656	1.715511669	0.781487434
GIPC2	NM_017655	0.00E+00	0.00E+00
SAMD9	NM_017654	19.45705373	9.049946721
DYM	NM_017653	3.856318914	1.793276396
ZNF586	NM_017652	3.301351614	1.530174668
AHI1	NM_017651	0.150067689	0.066196315
PPP1R9A	NM_017650	0.004006722	7.78E-06
CNNM2	NM_017649	1.308795526	0.598167031
FTSJ3	NM_017647	16.70613204	7.701192346
TRIT1	NM_017646	4.990493601	2.321971195
SSPO	NM_198455	0.052340457	0.012220332
HAUS6	NM_017645	4.011300401	1.865553309
KLHL24	NM_017644	2.323496021	1.057944145
MBTD1	NM_017643	4.835606194	2.24524094
KIF21A	NM_017641	0.37052953	0.166773838
LRRC16A	NM_017640	9.823465537	4.570524504
DCHS2	NM_017639	0.00E+00	0.00E+00
MED18	NM_017638	6.788347888	3.158469422
BNC2	NM_017637	0.00E+00	0.00E+00
TRPM4	NM_017636	1.284508975	0.584025656
SUV420H1	NM_017635	5.13451995	2.387551375
FOXR2	NM_198451	0.00E+00	0.00E+00
KCTD9	NM_017634	0.590828611	0.262664363
FAM46A	NM_017633	0.00E+00	0.00E+00
CDKN2AIP	NM_017632	3.712811824	1.727492281
DDX60	NM_017631	11.22739563	5.223866362
EIF2C4	NM_017629	4.705146051	2.181623564
TET2	NM_017628	2.979578384	1.35812514
DNAJB12	NM_017626	19.1626309	8.883099544
ITLN1	NM_017625	0.00E+00	0.00E+00
CNNM3	NM_017623	3.963084231	1.843583162
C17orf59	NM_017622	3.773364913	1.75566479
APOOL	NM_198450	1.724705596	0.789055253
ALKBH4	NM_017621	3.501213314	1.628956647
ILF3	NM_017620	60.68282535	26.72074571
RNPC3	NM_017619	8.641387521	4.020561659
NOTCH1	NM_017617	15.45646326	7.100714838
NSMCE4A	NM_017615	9.845467542	4.578048216
BHMT2	NM_017614	0.00E+00	0.00E+00
DONSON	NM_017613	2.263542158	1.047792036
ZCCHC8	NM_017612	6.489336648	3.019281885
SLC43A3	NM_017611	6.623530989	3.071144148
RNF111	NM_017610	4.719525497	2.194007984
EMB	NM_198449	46.19352286	21.24046086
PPP1R12C	NM_017607	33.75970816	15.21079584
OTUD5	NM_017602	29.72254677	13.65291403
VEZT	NM_017599	3.647147615	1.690225189
KIF21B	NM_017596	16.94877741	7.853647033
NKIRAS2	NM_017595	19.09243534	8.81632012
DIRAS2	NM_017594	0.00E+00	0.00E+00
BMP2K	NM_017593	26.90440092	12.45924753
MED29	NM_017592	22.43261977	10.33701463
ZC3H7B	NM_017590	28.18719126	12.80722365
BTG4	NM_017589	0.00E+00	0.00E+00
KLRC1	NM_213657	0.050134464	0.000216879
FAM190A	NM_207491	0.00E+00	0.00E+00
REG3G	NM_198448	0.00E+00	0.00E+00
WDR5	NM_017588	10.77185632	4.947072324
CACFD1	NM_017586	6.958943355	3.237132432
SLC2A6	NM_017585	62.84571389	27.92058313
MIOX	NM_017584	0.067552439	0.024615306
TRIM44	NM_017583	19.43695357	8.970019114
UBE2Q1	NM_017582	15.43587912	7.178325697
CHRNA9	NM_017581	0.017060256	5.26E-05
ZRANB1	NM_017580	4.199550078	1.948845427
DMBT1	NM_017579	0.00E+00	0.00E+00
ROPN1	NM_017578	0.00E+00	0.00E+00
GOLT1A	NM_198447	0.00E+00	0.00E+00
GRAMD1C	NM_017577	0.95498422	0.426819314
KIF27	NM_017576	1.277329338	0.576207998
SMG6	NM_017575	12.36833097	5.751182658
PCSK4	NM_017573	1.16370691	0.530324652
MKNK2	NM_017572	261.3070954	110.303418
OPLAH	NM_017570	0.145282398	0.064187569
FAM48A	NM_017569	8.767763719	4.079413087
NAGK	NM_017567	33.3799108	15.34394316
KLHDC4	NM_017566	7.368483584	3.42396641
FAM20A	NM_017565	0.00E+00	0.00E+00
C1orf122	NM_198446	4.507480084	2.096183991
STAB2	NM_017564	0.00E+00	0.00E+00
